name,company,model,edition,year,owner,fuel,seller_type,transmission,km_driven,mileage_mpg,engine_cc,max_power_bhp,torque_nm,seats,selling_price
BMW 5 Series 520d Luxury Line,BMW,5,Series 520d Luxury Line,2016,First,Diesel,Dealer,Automatic,12000,42.6,1995.0,190.0,400.0,5.0,2900000
Toyota Camry W4 (AT),Toyota,Camry,W4 (AT),2009,First,Petrol,Dealer,Automatic,71000,28.44,2362.0,164.7,224.0,5.0,450000
Maruti Ertiga BSIV ZXI Plus,Maruti,Ertiga,BSIV ZXI Plus,2016,First,Petrol,Individual,Manual,20000,41.12,1373.0,91.1,130.0,7.0,850000
Volvo XC90 T8 Excellence BSIV,Volvo,XC90,T8 Excellence BSIV,2017,First,Petrol,Individual,Automatic,30000,98.7,1969.0,400.0,640.0,4.0,10000000
Volkswagen Vento Diesel Highline,Volkswagen,Vento,Diesel Highline,2011,Second,Diesel,Individual,Manual,100000,48.28,1598.0,103.6,250.0,5.0,300000
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Figo,Aspire 1.2 Ti-VCT Trend,2018,First,Petrol,Individual,Manual,9500,42.7,1196.0,86.8,112.0,5.0,575000
Ford Figo Diesel LXI,Ford,Figo,Diesel LXI,2011,First,Diesel,Individual,Manual,120000,47.0,1399.0,68.0,160.0,5.0,160000
Maruti Swift VXI Optional,Maruti,Swift,VXI Optional,2015,First,Petrol,Individual,Manual,36600,47.94,1197.0,81.8,113.0,5.0,515000
Maruti Wagon R AMT VXI,Maruti,Wagon,R AMT VXI,2015,Second,Petrol,Individual,Automatic,50000,48.2,998.0,67.0,90.0,5.0,390000
Hyundai i20 Magna 1.2,Hyundai,i20,Magna 1.2,2016,Second,Petrol,Individual,Manual,14000,43.72,1197.0,81.83,114.7,5.0,550000
Maruti 800 Std,Maruti,800,Std,1999,Second,Petrol,Individual,Manual,40000,37.84,796.0,37.0,59.0,4.0,40000
Maruti Ritz VDi,Maruti,Ritz,VDi,2010,First,Diesel,Individual,Manual,120000,49.6,1248.0,73.9,113.0,5.0,220000
Hyundai Grand i10 Magna,Hyundai,Grand,i10 Magna,2015,First,Petrol,Individual,Manual,70000,44.4,1197.0,82.0,114.0,5.0,425000
Volkswagen Ameo 1.0 MPI Trendline,Volkswagen,Ameo,1.0 MPI Trendline,2019,First,Petrol,Individual,Manual,13000,45.7,999.0,75.0,95.0,5.0,480000
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2014,Second,Petrol,Individual,Manual,60000,44.4,1197.0,82.0,114.0,5.0,400000
Maruti Swift Dzire VXI,Maruti,Swift,Dzire VXI,2014,First,Petrol,Individual,Manual,35000,44.88,1197.0,85.8,114.0,5.0,487000
Hyundai Xcent 1.2 Kappa S,Hyundai,Xcent,1.2 Kappa S,2016,Second,Petrol,Individual,Manual,44000,44.88,1197.0,82.0,114.0,5.0,386000
Honda City 1.5 EXI,Honda,City,1.5 EXI,2005,Second,Petrol,Individual,Manual,120000,30.55,1493.0,100.0,128.46711499999998,5.0,100000
Toyota Corolla Altis Diesel D4DG,Toyota,Corolla,Altis Diesel D4DG,2010,First,Diesel,Individual,Manual,60000,50.38,1364.0,87.2,205.0,5.0,300000
Daewoo Matiz SD,Daewoo,Matiz,SD,2000,First,Petrol,Individual,Manual,60000,43.47,796.0,53.0,71.0,5.0,100000
Toyota Fortuner 4x2 Manual,Toyota,Fortuner,4x2 Manual,2014,Second,Diesel,Individual,Manual,30000,30.55,2982.0,168.5,343.0,7.0,1750000
Mahindra KUV 100 mFALCON G80 K8,Mahindra,KUV,100 mFALCON G80 K8,2016,Second,Petrol,Individual,Manual,15000,42.66,1198.0,82.0,115.0,6.0,450000
Tata Zest Quadrajet 1.3 75PS XM,Tata,Zest,Quadrajet 1.3 75PS XM,2017,First,Diesel,Individual,Manual,90000,53.94,1248.0,74.0,190.0,5.0,490000
Honda City 1.5 S MT,Honda,City,1.5 S MT,2009,Second,Petrol,Individual,Manual,47000,39.94,1497.0,118.0,146.0,5.0,345000
Maruti Zen LXI,Maruti,Zen,LXI,2005,First,Petrol,Individual,Manual,90000,40.66,993.0,60.0,78.0,5.0,85000
Maruti Wagon R VXI BS IV with ABS,Maruti,Wagon,R VXI BS IV with ABS,2010,Second,Petrol,Individual,Manual,120600,44.4,998.0,67.1,90.0,5.0,215000
Hyundai Verna Transform SX VTVT,Hyundai,Verna,Transform SX VTVT,2010,Third,Petrol,Individual,Manual,100000,38.06,1599.0,103.2,146.11908499999998,5.0,320000
Maruti Swift Dzire VXI,Maruti,Swift,Dzire VXI,2016,Second,Petrol,Individual,Manual,60000,49.0,1197.0,83.14,115.0,5.0,459999
Hyundai Getz GLS,Hyundai,Getz,GLS,2005,First,Petrol,Individual,Manual,86000,35.97,1341.0,83.0,115.0,5.0,65000
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,Elite,i20 Sportz Plus BSIV,2020,First,Petrol,Individual,Manual,5000,43.72,1197.0,81.86,117.0,5.0,720000
Maruti Ciaz 1.3 Alpha,Maruti,Ciaz,1.3 Alpha,2017,First,Diesel,Individual,Manual,37000,66.0,1248.0,88.5,200.0,5.0,800000
Tata Tigor 1.2 Revotron XZ,Tata,Tigor,1.2 Revotron XZ,2019,First,Petrol,Individual,Manual,14000,47.72,1199.0,84.0,114.0,5.0,520000
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2015,First,Diesel,Individual,Manual,70000,48.8,1248.0,88.76,200.0,7.0,580000
Toyota Etios GD,Toyota,Etios,GD,2012,First,Diesel,Individual,Manual,120000,,,,,,235000
Honda City i VTEC S,Honda,City,i VTEC S,2015,First,Petrol,Individual,Manual,50000,40.88,1497.0,117.3,145.0,5.0,600000
Honda Brio S MT,Honda,Brio,S MT,2014,Second,Petrol,Individual,Manual,60000,45.6,1198.0,86.8,109.0,5.0,290000
Maruti Wagon R LXI CNG,Maruti,Wagon,R LXI CNG,2016,First,CNG,Individual,Manual,50000,0.04257,998.0,58.16,77.0,5.0,360000
Maruti Swift Dzire VXI,Maruti,Swift,Dzire VXI,2017,First,Petrol,Individual,Manual,50000,49.0,1197.0,83.14,115.0,5.0,550000
Hyundai i20 Sportz 1.2,Hyundai,i20,Sportz 1.2,2013,First,Petrol,Individual,Manual,70000,43.47,1197.0,82.85,113.7,5.0,375000
Maruti Omni E 8 Str STD,Maruti,Omni,E 8 Str STD,2003,Second,Petrol,Individual,Manual,90000,,,,,,40000
Maruti Wagon R AMT VXI,Maruti,Wagon,R AMT VXI,2018,First,Petrol,Individual,Automatic,35000,48.2,998.0,67.0,90.0,5.0,420000
Maruti Swift Dzire VXI 1.2,Maruti,Swift,Dzire VXI 1.2,2017,First,Petrol,Individual,Manual,20000,49.84,1197.0,81.8,113.0,5.0,550000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2018,First,Petrol,Individual,Manual,20000,58.03,796.0,47.3,69.0,5.0,270000
Maruti Swift Dzire AMT VXI BS IV,Maruti,Swift,Dzire AMT VXI BS IV,2018,First,Petrol,Individual,Automatic,7800,51.7,1197.0,81.8,113.0,5.0,700000
Maruti Swift VXI Optional,Maruti,Swift,VXI Optional,2017,First,Petrol,Individual,Manual,20000,47.94,1197.0,81.8,113.0,5.0,500000
Tata Hexa XE,Tata,Hexa,XE,2019,First,Diesel,Individual,Manual,15000,41.38,2179.0,147.94,320.0,7.0,1250000
Hyundai i20 Magna,Hyundai,i20,Magna,2013,Second,Petrol,Individual,Manual,31377,43.47,1197.0,82.85,113.7,5.0,320000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2018,First,Diesel,Individual,Manual,50000,66.75,1248.0,74.02,190.0,5.0,700000
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2015,First,Petrol,Individual,Manual,60000,48.2,998.0,67.04,90.0,5.0,290000
Toyota Corolla Altis 1.8 VL AT,Toyota,Corolla,Altis 1.8 VL AT,2012,First,Petrol,Individual,Automatic,100000,34.16,1794.0,138.1,173.0,5.0,550000
Honda Brio S MT,Honda,Brio,S MT,2012,First,Petrol,Individual,Manual,60000,45.6,1198.0,86.8,109.0,5.0,265000
Maruti Baleno Alpha Automatic,Maruti,Baleno,Alpha Automatic,2018,First,Petrol,Individual,Automatic,5000,50.28,1197.0,83.1,115.0,5.0,830000
Tata Safari Storme EX,Tata,Safari,Storme EX,2017,First,Diesel,Individual,Manual,60000,33.12,2179.0,147.94,320.0,7.0,800000
Maruti Alto LXi,Maruti,Alto,LXi,2011,Second,Petrol,Individual,Manual,25000,46.28,796.0,46.3,62.0,5.0,160000
Renault KWID RXT,Renault,KWID,RXT,2018,First,Petrol,Individual,Manual,30000,59.16,799.0,53.3,72.0,5.0,335000
Datsun GO T BSIV,Datsun,GO,T BSIV,2017,Second,Petrol,Individual,Manual,80000,48.47,1198.0,67.0,104.0,5.0,329000
Maruti Vitara Brezza VDi Option,Maruti,Vitara,Brezza VDi Option,2017,First,Diesel,Individual,Manual,75000,57.1,1248.0,88.5,200.0,5.0,775000
Hyundai Xcent 1.2 VTVT SX,Hyundai,Xcent,1.2 VTVT SX,2020,First,Petrol,Individual,Manual,32000,47.34,1197.0,81.86,113.75,5.0,524000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2015,First,Petrol,Individual,Manual,40000,53.44,796.0,47.3,69.0,5.0,245000
Hyundai i20 1.2 Sportz,Hyundai,i20,1.2 Sportz,2012,Second,Petrol,Individual,Manual,93000,39.94,1197.0,80.0,111.79581,5.0,275000
Tata Zest Revotron 1.2 XT,Tata,Zest,Revotron 1.2 XT,2018,First,Petrol,Individual,Manual,60000,41.28,1193.0,88.7,140.0,5.0,520000
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2008,Second,Petrol,Individual,Manual,120000,,,,,,130000
Nissan Sunny XL,Nissan,Sunny,XL,2014,First,Petrol,Individual,Manual,37000,39.84,1498.0,97.7,134.0,5.0,550000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Ford,EcoSport,1.5 Petrol Titanium Plus BSIV,2018,First,Petrol,Individual,Manual,15000,39.94,1497.0,121.36,150.0,5.0,910000
Nissan Micra Active XV S,Nissan,Micra,Active XV S,2015,First,Petrol,Individual,Manual,80000,45.8,1198.0,67.04,104.0,5.0,300000
Maruti Wagon R LXI Optional,Maruti,Wagon,R LXI Optional,2016,First,Petrol,Individual,Manual,140000,48.2,998.0,67.04,90.0,5.0,350000
Mahindra Ssangyong Rexton RX5,Mahindra,Ssangyong,Rexton RX5,2013,First,Diesel,Individual,Manual,70000,30.16,2696.0,162.0,340.0,7.0,900000
Mahindra Quanto C8,Mahindra,Quanto,C8,2013,Second,Diesel,Individual,Manual,120000,40.44,1493.0,100.0,240.0,7.0,300000
Maruti Ritz LDi,Maruti,Ritz,LDi,2010,Second,Diesel,Individual,Manual,110000,49.6,1248.0,73.9,190.0,5.0,250000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,Hyundai,Creta,1.6 CRDi SX Plus Dual Tone,2017,First,Diesel,Individual,Manual,37000,46.22,1582.0,126.2,259.9,5.0,1100000
Renault KWID RXT,Renault,KWID,RXT,2016,First,Petrol,Individual,Manual,44000,59.16,799.0,53.3,72.0,5.0,270000
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2015,First,Diesel,Individual,Manual,80000,48.8,1248.0,88.76,200.0,7.0,640000
Mahindra XUV500 W4,Mahindra,XUV500,W4,2015,First,Diesel,Individual,Manual,125000,35.5,2179.0,140.0,330.0,7.0,650000
Maruti Eeco 5 Seater AC BSIV,Maruti,Eeco,5 Seater AC BSIV,2017,First,Petrol,Individual,Manual,13500,36.12,1196.0,73.0,101.0,5.0,409999
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2011,First,Petrol,Individual,Manual,75000,42.12,1086.0,62.1,96.1,5.0,165000
Hyundai Accent GLE,Hyundai,Accent,GLE,2007,Second,Petrol,Individual,Manual,120000,31.02,1495.0,94.0,122.583125,5.0,80000
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,First,Diesel,Individual,Manual,120000,35.5,2179.0,140.0,330.0,7.0,535000
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Toyota,Innova,2.5 EV (Diesel) PS 7 Seater BS IV,2013,First,Diesel,Individual,Manual,70000,30.53,2494.0,100.57,200.0,7.0,700000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2013,First,Diesel,Individual,Manual,70000,55.0,1248.0,74.0,190.0,5.0,550000
Honda Amaze S CVT Petrol BSIV,Honda,Amaze,S CVT Petrol BSIV,2019,First,Petrol,Individual,Automatic,15000,44.66,1199.0,88.76,110.0,5.0,680000
Hyundai i10 Sportz 1.2,Hyundai,i10,Sportz 1.2,2009,Second,Petrol,Individual,Manual,53000,47.84,1197.0,78.9,111.8,5.0,200000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2014,Second,Diesel,Individual,Manual,120000,55.0,1248.0,74.0,190.0,5.0,500000
Maruti Ertiga SHVS ZDI Plus,Maruti,Ertiga,SHVS ZDI Plus,2016,First,Diesel,Individual,Manual,70000,57.62,1248.0,88.5,200.0,7.0,1000000
Hyundai Getz 1.3 GVS,Hyundai,Getz,1.3 GVS,2008,Second,Petrol,Individual,Manual,120000,33.38,1341.0,82.9,115.71847,5.0,110000
Hyundai i20 1.2 Magna,Hyundai,i20,1.2 Magna,2012,Second,Petrol,Individual,Manual,100000,43.47,1197.0,80.0,111.79581,5.0,320000
Tata Indica DLS,Tata,Indica,DLS,2005,Second,Diesel,Individual,Manual,110000,,,,,,75000
Maruti Swift LXI Optional-O,Maruti,Swift,LXI Optional-O,2015,First,Petrol,Individual,Manual,100000,47.94,1197.0,83.11,113.0,5.0,350000
Tata Indica Vista TDI LS,Tata,Indica,Vista TDI LS,2013,First,Diesel,Individual,Manual,162500,45.6,1405.0,70.0,135.4,5.0,170000
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,i20,2015-2017 Asta 1.4 CRDi,2017,First,Diesel,Individual,Manual,39000,52.97,1396.0,88.73,219.7,5.0,800000
Maruti Ignis 1.3 Alpha,Maruti,Ignis,1.3 Alpha,2017,First,Diesel,Individual,Manual,75000,62.97,1248.0,74.0,190.0,5.0,500000
Tata Hexa XTA,Tata,Hexa,XTA,2017,First,Diesel,Individual,Automatic,50000,41.38,2179.0,153.86,400.0,7.0,1380000
Mahindra Marazzo M6 8Str,Mahindra,Marazzo,M6 8Str,2019,First,Diesel,Individual,Manual,40000,40.66,1497.0,121.0,300.0,8.0,1300000
Hyundai Verna 1.6 CRDI,Hyundai,Verna,1.6 CRDI,2013,First,Diesel,Individual,Manual,92500,52.44,1582.0,126.3,259.9,5.0,530000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2012,First,Diesel,Individual,Manual,158000,55.0,1248.0,74.0,190.0,5.0,360000
Maruti Swift Dzire LDi,Maruti,Swift,Dzire LDi,2012,First,Diesel,Individual,Manual,120000,45.34,1248.0,73.9,190.0,5.0,310000
Honda City i DTEC V,Honda,City,i DTEC V,2015,Second,Diesel,Individual,Manual,50000,61.1,1498.0,98.6,200.0,5.0,725000
Maruti Swift Dzire ZDi,Maruti,Swift,Dzire ZDi,2012,First,Diesel,Individual,Manual,110000,45.34,1248.0,73.9,190.0,5.0,340000
Hyundai Xcent 1.2 CRDi E,Hyundai,Xcent,1.2 CRDi E,2017,Second,Diesel,Individual,Manual,2000,59.7,1186.0,73.97,190.25,5.0,550000
Toyota Fortuner 3.0 Diesel,Toyota,Fortuner,3.0 Diesel,2011,Second,Diesel,Individual,Manual,181000,27.03,2982.0,171.0,343.0,7.0,1150000
Tata Tiago 1.05 Revotorq XZ,Tata,Tiago,1.05 Revotorq XZ,2016,First,Diesel,Individual,Manual,70000,64.1,1047.0,69.0,140.0,5.0,380000
Nissan Sunny XL AT Special Edition,Nissan,Sunny,XL AT Special Edition,2013,Second,Petrol,Individual,Automatic,90000,42.22,1498.0,99.6,134.0,5.0,350000
Hyundai Elite i20 Magna Plus BSIV,Hyundai,Elite,i20 Magna Plus BSIV,2019,First,Petrol,Individual,Manual,2000,43.72,1197.0,81.86,117.0,5.0,610000
Maruti Swift Dzire VXI,Maruti,Swift,Dzire VXI,2015,First,Petrol,Individual,Manual,20000,49.0,1197.0,83.14,115.0,5.0,525000
Toyota Innova 2.5 GX 7 STR,Toyota,Innova,2.5 GX 7 STR,2011,First,Diesel,Individual,Manual,120000,30.08,2494.0,102.0,200.05565999999996,7.0,480000
Mahindra Thar CRDe,Mahindra,Thar,CRDe,2017,First,Diesel,Individual,Manual,35000,38.9,2498.0,105.0,247.0,6.0,780000
Maruti Swift Dzire ZDi,Maruti,Swift,Dzire ZDi,2012,First,Diesel,Individual,Manual,193000,45.34,1248.0,73.9,190.0,5.0,320000
Maruti Swift 1.2 DLX (Only Delhi),Maruti,Swift,1.2 DLX (Only Delhi),2014,First,Petrol,Individual,Manual,80000,47.94,1197.0,81.8,113.0,5.0,375000
Datsun GO D Petrol,Datsun,GO,D Petrol,2019,First,Petrol,Individual,Manual,40000,44.7,1198.0,67.05,104.0,5.0,300000
Hyundai i20 Asta 1.4 CRDi,Hyundai,i20,Asta 1.4 CRDi,2015,Fourth & Above,Diesel,Individual,Manual,70000,52.97,1396.0,88.73,219.7,5.0,500000
Mahindra Scorpio LX,Mahindra,Scorpio,LX,2011,First,Diesel,Individual,Manual,122358,28.31,2179.0,120.0,290.0,9.0,404000
Tata Sumo Gold EX BSIII,Tata,Sumo,Gold EX BSIII,2015,First,Diesel,Individual,Manual,75000,33.06,2956.0,69.01,223.0,7.0,500000
Tata Tiago Wizz 1.05 Revotorq,Tata,Tiago,Wizz 1.05 Revotorq,2017,First,Diesel,Individual,Manual,120000,64.1,1047.0,69.0,140.0,5.0,350000
Tata Zest Revotron 1.2 XT,Tata,Zest,Revotron 1.2 XT,2015,First,Petrol,Individual,Manual,40000,41.28,1193.0,88.7,140.0,5.0,380000
Hyundai Accent GLE,Hyundai,Accent,GLE,2008,Third,Petrol,Individual,Manual,95200,31.02,1495.0,94.0,122.583125,5.0,114999
Honda Brio Exclusive Edition,Honda,Brio,Exclusive Edition,2014,First,Petrol,Dealer,Manual,33033,45.6,1198.0,86.8,109.0,5.0,335000
Hyundai Grand i10 AT Asta,Hyundai,Grand,i10 AT Asta,2015,First,Petrol,Dealer,Automatic,63063,44.4,1197.0,82.0,114.0,5.0,465000
Tata Manza Club Class Quadrajet90 LX,Tata,Manza,Club Class Quadrajet90 LX,2012,First,Diesel,Individual,Manual,60000,49.4,1248.0,88.76,200.0,5.0,290000
Maruti Alto LX,Maruti,Alto,LX,2005,Second,Petrol,Individual,Manual,45000,46.28,796.0,46.3,62.0,5.0,110000
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2011,Third,Diesel,Individual,Manual,80000,27.19,2179.0,138.1,320.0,7.0,450000
Mahindra Bolero SLE,Mahindra,Bolero,SLE,2009,Second,Diesel,Individual,Manual,170000,31.95,2523.0,63.0,180.0,7.0,400000
Mahindra Bolero DI DX 7 Seater,Mahindra,Bolero,DI DX 7 Seater,2007,Second,Diesel,Individual,Manual,207890,31.95,2523.0,63.0,180.0,7.0,210000
Mercedes-Benz GL-Class 220d 4MATIC Sport,Mercedes-Benz,GL-Class,220d 4MATIC Sport,2018,First,Diesel,Individual,Automatic,7976,42.06,2143.0,170.0,400.0,5.0,4600000
Maruti Omni E MPI STD BS IV,Maruti,Omni,E MPI STD BS IV,2016,First,Petrol,Individual,Manual,35000,39.47,796.0,34.2,59.0,8.0,220000
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2017,First,Petrol,Individual,Manual,35000,44.4,1197.0,82.0,114.0,5.0,450000
Hyundai i10 Sportz AT,Hyundai,i10,Sportz AT,2013,First,Petrol,Individual,Automatic,50000,39.84,1197.0,78.9,111.8,5.0,290000
Maruti Swift VXI Deca,Maruti,Swift,VXI Deca,2016,First,Petrol,Individual,Manual,20000,47.94,1197.0,81.8,113.0,5.0,520000
Hyundai i10 Sportz AT,Hyundai,i10,Sportz AT,2011,First,Petrol,Individual,Automatic,20000,39.84,1197.0,78.9,111.8,5.0,265000
Maruti Swift VXI,Maruti,Swift,VXI,2012,Second,Petrol,Individual,Manual,50000,43.72,1197.0,85.8,114.0,5.0,330000
Mahindra Bolero 2011-2019 ZLX,Mahindra,Bolero,2011-2019 ZLX,2014,First,Diesel,Individual,Manual,120000,37.5,2523.0,62.1,195.0,7.0,509999
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Verna,1.6 SX VTVT (O),2014,First,Petrol,Individual,Manual,70000,40.2,1591.0,121.3,154.9,5.0,500000
Hyundai i20 Active 1.2,Hyundai,i20,Active 1.2,2015,First,Petrol,Individual,Manual,50000,40.4,1197.0,81.86,114.73,5.0,525000
Maruti Baleno Zeta,Maruti,Baleno,Zeta,2019,First,Petrol,Individual,Manual,16500,49.38,1197.0,81.8,113.0,5.0,675000
Hyundai i20 1.2 Asta,Hyundai,i20,1.2 Asta,2010,First,Petrol,Individual,Manual,70000,39.94,1197.0,80.0,111.79581,5.0,300000
Maruti Alto LXI,Maruti,Alto,LXI,2005,Second,Petrol,Individual,Manual,99361,46.28,796.0,46.3,62.0,5.0,90000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,First,Diesel,Individual,Manual,25000,62.5,1248.0,74.0,190.0,5.0,650000
Maruti Swift Dzire VXI,Maruti,Swift,Dzire VXI,2014,Second,Petrol,Individual,Manual,70000,44.88,1197.0,85.8,114.0,5.0,409000
Hyundai Grand i10 CRDi Sportz,Hyundai,Grand,i10 CRDi Sportz,2015,Second,Diesel,Individual,Manual,80000,56.4,1120.0,70.0,160.0,5.0,395000
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2010,Second,Petrol,Individual,Manual,70000,,,,,,215000
Maruti Swift Dzire VXI,Maruti,Swift,Dzire VXI,2014,Second,Petrol,Individual,Manual,70000,44.88,1197.0,85.8,114.0,5.0,400000
Chevrolet Beat LS,Chevrolet,Beat,LS,2012,Third,Petrol,Individual,Manual,60000,43.72,1199.0,79.4,108.0,5.0,120000
Tata Tigor 1.2 Revotron XZA,Tata,Tigor,1.2 Revotron XZA,2018,First,Petrol,Individual,Automatic,10000,47.72,1199.0,84.0,114.0,5.0,645000
Maruti 800 Std,Maruti,800,Std,2006,First,Petrol,Individual,Manual,80000,37.84,796.0,37.0,59.0,4.0,81000
Honda City i-DTEC VX,Honda,City,i-DTEC VX,2017,First,Diesel,Individual,Manual,30000,60.16,1498.0,97.9,200.0,5.0,1300000
Honda City i-DTEC VX,Honda,City,i-DTEC VX,2017,First,Diesel,Individual,Manual,33000,60.16,1498.0,97.9,200.0,5.0,1250000
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2013,Third,Petrol,Individual,Manual,90000,37.66,1373.0,93.7,130.0,7.0,535000
Nissan Terrano XV Premium 110 PS,Nissan,Terrano,XV Premium 110 PS,2014,Second,Diesel,Individual,Manual,80100,44.7,1461.0,108.5,248.0,5.0,555000
Honda City i VTEC VX,Honda,City,i VTEC VX,2014,First,Petrol,Individual,Manual,120000,40.88,1497.0,117.3,145.0,5.0,725000
Mahindra Willys CJ 3B 4X4,Mahindra,Willys,CJ 3B 4X4,1983,Third,Diesel,Individual,Manual,10000,,,,,,300000
Renault KWID RXL,Renault,KWID,RXL,2016,First,Petrol,Individual,Manual,40000,59.16,799.0,53.3,72.0,5.0,229999
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2013,Second,Diesel,Individual,Manual,160000,30.53,2494.0,100.6,200.0,8.0,800000
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2017,First,Petrol,Individual,Manual,47000,48.2,998.0,67.04,90.0,5.0,409999
Hyundai Creta 1.4 CRDi S Plus,Hyundai,Creta,1.4 CRDi S Plus,2018,First,Diesel,Individual,Manual,25000,50.25,1396.0,88.7,219.7,5.0,1210000
Tata Tiago 1.2 Revotron XZ,Tata,Tiago,1.2 Revotron XZ,2017,First,Petrol,Individual,Manual,26000,56.03,1199.0,84.0,114.0,5.0,400000
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Grand,i10 1.2 CRDi Sportz,2018,First,Diesel,Individual,Manual,29000,56.4,1186.0,73.97,190.24,5.0,520000
Maruti Baleno Zeta Automatic,Maruti,Baleno,Zeta Automatic,2016,First,Petrol,Individual,Automatic,50000,50.28,1197.0,83.1,115.0,5.0,650000
Maruti Swift ZXI ABS,Maruti,Swift,ZXI ABS,2011,Third,Petrol,Individual,Manual,58000,37.84,1298.0,88.2,112.77647499999999,5.0,325000
Maruti Swift Dzire VXi AT,Maruti,Swift,Dzire VXi AT,2012,First,Petrol,Individual,Automatic,120000,40.88,1197.0,85.8,114.0,5.0,420000
Maruti Swift LXI Option,Maruti,Swift,LXI Option,2014,First,Petrol,Individual,Manual,50000,47.94,1197.0,81.8,113.0,5.0,400000
Hyundai i20 1.2 Asta,Hyundai,i20,1.2 Asta,2010,Fourth & Above,Petrol,Individual,Manual,80000,39.94,1197.0,80.0,111.79581,5.0,254999
Maruti Zen LXI,Maruti,Zen,LXI,2003,Fourth & Above,Petrol,Individual,Manual,60000,40.66,993.0,60.0,78.0,5.0,65000
Maruti Celerio LXI,Maruti,Celerio,LXI,2017,First,Petrol,Individual,Manual,36000,54.28,998.0,67.04,90.0,5.0,351000
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Innova,2.5 V Diesel 8-seater,2007,Third,Diesel,Individual,Manual,120000,30.08,2494.0,102.0,200.05565999999996,8.0,404000
Maruti Ritz LDi,Maruti,Ritz,LDi,2011,Third,Diesel,Individual,Manual,185000,49.6,1248.0,73.9,190.0,5.0,185000
Nissan Micra Diesel XV,Nissan,Micra,Diesel XV,2011,First,Diesel,Individual,Manual,50000,54.25,1461.0,63.1,160.0,5.0,250000
Maruti Zen LXI,Maruti,Zen,LXI,2002,Fourth & Above,Petrol,Individual,Manual,100000,40.66,993.0,60.0,78.0,5.0,60000
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Verna,1.6 SX VTVT (O),2013,Second,Petrol,Individual,Manual,50000,40.2,1591.0,121.3,154.9,5.0,500000
Maruti Zen Estilo LXI BSIII,Maruti,Zen,Estilo LXI BSIII,2007,Second,Petrol,Individual,Manual,80000,42.78,998.0,67.1,90.0,5.0,85000
Hyundai Santro Xing XL,Hyundai,Santro,Xing XL,2005,Second,Petrol,Individual,Manual,60000,,,,,,85000
Maruti Alto LX,Maruti,Alto,LX,2005,Fourth & Above,Petrol,Individual,Manual,80000,46.28,796.0,46.3,62.0,5.0,85000
Maruti Swift Dzire ZDi,Maruti,Swift,Dzire ZDi,2011,Fourth & Above,Diesel,Individual,Manual,90000,45.34,1248.0,73.9,190.0,5.0,265000
Maruti A-Star Vxi,Maruti,A-Star,Vxi,2010,Second,Petrol,Individual,Manual,162000,44.66,998.0,66.1,90.0,5.0,130000
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2013,Third,Diesel,Individual,Manual,110000,48.8,1248.0,88.76,200.0,7.0,480000
Maruti Swift Ldi BSIII,Maruti,Swift,Ldi BSIII,2008,Third,Diesel,Individual,Manual,120000,41.84,1248.0,75.0,190.0,5.0,170000
Nissan Micra Diesel XV,Nissan,Micra,Diesel XV,2011,First,Diesel,Individual,Manual,45000,54.25,1461.0,63.1,160.0,5.0,275000
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2005,Second,Petrol,Individual,Manual,90000,44.4,998.0,67.1,90.0,5.0,89000
